loss,n,top1,top5,top10,mrr,median_rank,off_diag_cosine,pred_std,target_std,collapse_score,mean_diag_cosine,random_top1_expected,random_top5_expected,random_top10_expected,best_epoch,best_score,best_mrr,best_top10,best_collapse_score,target_bank_audit,target_bank_n,target_off_diag_mean,target_off_diag_std,input_domain,target_mode,split_mode,condition
4.519637107849121,125,0.0560000017285347,0.1599999964237213,0.25600001215934753,0.1277172565460205,29.0,0.008711373433470726,0.03781170770525932,0.008833467029035091,4.280505896605992,0.04197690635919571,0.008,0.04,0.08,50,0.1917172595858574,0.1277172565460205,0.25600001215934753,4.280505896605992,"{'target_bank_n': 3974.0, 'target_off_diag_mean': 0.9545738101005554, 'target_off_diag_std': 0.008043263107538223}",3974.0,0.9545738101005554,0.008043263107538223,zuna,real,run,zuna_real
