epoch,train_loss,val_loss,val_score,top1,top5,top10,mrr,median_rank,mean_diag_cosine,collapse_score
13,4.50038644472758,4.586580276489258,0.1409604176878929,0.024000000208616257,0.12800000607967377,0.19200000166893005,0.0929604172706604,32.0,0.02771611511707306,4.144822334281476
14,4.483320299784342,4.620595932006836,0.14337138086557388,0.03999999910593033,0.1120000034570694,0.17599999904632568,0.09937138110399246,33.0,0.02764047309756279,4.303209440136352
15,4.460711050033569,4.601207733154297,0.12177524343132973,0.01600000075995922,0.10400000214576721,0.1679999977350235,0.07977524399757385,32.0,0.02761138789355755,4.225952868270211
16,4.456596684455872,4.570484161376953,0.15024622902274132,0.03200000151991844,0.12800000607967377,0.2160000056028366,0.09624622762203217,33.0,0.02939555235207081,4.263367430821089
17,4.443270516395569,4.609758377075195,0.15262049809098244,0.03999999910593033,0.11999999731779099,0.2160000056028366,0.09862049669027328,33.0,0.02975449152290821,4.145174052593063
18,4.431786553064982,4.580478668212891,0.15607351064682007,0.03999999910593033,0.11999999731779099,0.20800000429153442,0.10407350957393646,31.0,0.03106091171503067,4.229597833938139
19,4.416897996266683,4.580715179443359,0.1554129496216774,0.03200000151991844,0.11999999731779099,0.23199999332427979,0.09741295129060745,32.0,0.028443271294236183,4.037388415626035
20,4.396740039189656,4.572994232177734,0.1501467153429985,0.03200000151991844,0.11999999731779099,0.20800000429153442,0.0981467142701149,32.0,0.03379003703594208,4.284446912939069
21,4.3962725083033245,4.540382385253906,0.17078814283013344,0.04800000041723251,0.15199999511241913,0.23999999463558197,0.11078814417123795,29.0,0.03539064899086952,4.348671773118916
22,4.380735095342001,4.570101737976074,0.1745038889348507,0.0560000017285347,0.1120000034570694,0.23999999463558197,0.1145038902759552,33.0,0.03226383030414581,4.010183383776867
23,4.376136390368144,4.546807289123535,0.1687493398785591,0.03200000151991844,0.14399999380111694,0.25600001215934753,0.10474933683872223,29.0,0.03580693155527115,4.140917586263503
24,4.369000124931335,4.5833330154418945,0.17772403731942177,0.0560000017285347,0.14399999380111694,0.23999999463558197,0.11772403866052628,29.0,0.03199154883623123,4.264500183081189
25,4.361912624041239,4.548809051513672,0.1734417900443077,0.0560000017285347,0.12800000607967377,0.23199999332427979,0.11544179171323776,30.0,0.036150459200143814,4.31402414563078
26,4.360706464449565,4.5380096435546875,0.14667222276329994,0.024000000208616257,0.14399999380111694,0.20000000298023224,0.09667222201824188,28.0,0.036390092223882675,4.32308616371159
27,4.351365820566813,4.548242568969727,0.15533412992954254,0.03200000151991844,0.13600000739097595,0.2240000069141388,0.09933412820100784,29.0,0.03734802454710007,4.307847988948286
28,4.335415363311768,4.541786193847656,0.16111085191369057,0.0560000017285347,0.09600000083446503,0.20000000298023224,0.11111085116863251,28.0,0.03610279783606529,4.184664343596739
29,4.3288472414016725,4.563498497009277,0.1613030806183815,0.04800000041723251,0.10400000214576721,0.2240000069141388,0.1053030788898468,29.0,0.034775882959365845,4.221209731758909
30,4.315358130137126,4.550134658813477,0.16926167160272598,0.0560000017285347,0.1120000034570694,0.2240000069141388,0.11326166987419128,31.0,0.03743576630949974,4.216596486422629
31,4.309649475415548,4.5169172286987305,0.17682348936796188,0.04800000041723251,0.12800000607967377,0.25600001215934753,0.112823486328125,29.0,0.03991224244236946,4.275141559767389
32,4.310546024640401,4.548222541809082,0.17062801122665405,0.04800000041723251,0.13600000739097595,0.23199999332427979,0.1126280128955841,28.0,0.035619888454675674,4.23563397805535
33,4.305404726664225,4.575248718261719,0.17594214528799057,0.0560000017285347,0.12800000607967377,0.24799999594688416,0.11394214630126953,30.0,0.03289138153195381,4.207388551632216
34,4.293324375152588,4.525557518005371,0.18680407106876373,0.04800000041723251,0.14399999380111694,0.2720000147819519,0.11880406737327576,29.0,0.04012460261583328,4.249610352832719
35,4.293138337135315,4.525357246398926,0.18026044964790344,0.06400000303983688,0.14399999380111694,0.23199999332427979,0.1222604513168335,27.0,0.037659354507923126,4.159902362321944
36,4.277854212125143,4.5469183921813965,0.1796528697013855,0.04800000041723251,0.12800000607967377,0.25600001215934753,0.11565286666154861,30.0,0.0387556366622448,4.254360236937528
37,4.267169388135274,4.547917366027832,0.15941870585083961,0.03200000151991844,0.13600000739097595,0.2160000056028366,0.10541870445013046,30.0,0.03762129694223404,4.241078020842262
38,4.253583526611328,4.541172981262207,0.18555965274572372,0.04800000041723251,0.14399999380111694,0.2720000147819519,0.11755964905023575,30.0,0.03934210166335106,4.2603942724317685
39,4.2492329676946,4.5676679611206055,0.1532195806503296,0.03200000151991844,0.09600000083446503,0.2240000069141388,0.09721957892179489,31.0,0.035882629454135895,4.246473143576243
40,4.247079300880432,4.5830078125,0.15544240921735764,0.03999999910593033,0.11999999731779099,0.20800000429153442,0.10344240814447403,31.0,0.036486800760030746,4.231442035588706
41,4.240006343523661,4.568059921264648,0.17628968507051468,0.0560000017285347,0.1599999964237213,0.2240000069141388,0.12028968334197998,34.0,0.03422192111611366,4.103708403590015
42,4.229933802286784,4.541394233703613,0.1753142923116684,0.03999999910593033,0.17599999904632568,0.24799999594688416,0.11331429332494736,29.0,0.039151839911937714,4.2931087143799544
43,4.2206517616907755,4.551331520080566,0.18515101820230484,0.06400000303983688,0.15199999511241913,0.2240000069141388,0.12915101647377014,28.0,0.03765975311398506,4.298056809044053
44,4.217833598454793,4.565032005310059,0.17083460465073586,0.03999999910593033,0.13600000739097595,0.23999999463558197,0.11083460599184036,33.0,0.038726892322301865,4.244875229088707
45,4.220088140169779,4.575896263122559,0.1631554737687111,0.03999999910593033,0.1120000034570694,0.2240000069141388,0.10715547204017639,34.0,0.03712817281484604,4.202902667123395
46,4.207930930455526,4.56160831451416,0.16684815287590027,0.03200000151991844,0.15199999511241913,0.24799999594688416,0.10484815388917923,28.0,0.03766180947422981,4.280695250948801
47,4.208851432800293,4.581177711486816,0.16391613706946373,0.04800000041723251,0.13600000739097595,0.2160000056028366,0.10991613566875458,33.0,0.036509040743112564,4.292676868395463
48,4.199306019147238,4.588391304016113,0.17937346547842026,0.06400000303983688,0.11999999731779099,0.23199999332427979,0.12137346714735031,32.0,0.03487424552440643,4.238193002893136
49,4.19661009311676,4.554049491882324,0.17516004294157028,0.03999999910593033,0.1599999964237213,0.24799999594688416,0.11316004395484924,30.0,0.04023926332592964,4.3293255790832195
50,4.172981397310893,4.519637107849121,0.1917172595858574,0.0560000017285347,0.1599999964237213,0.25600001215934753,0.1277172565460205,29.0,0.04197690635919571,4.280505896605992
