loss,n,top1,top5,top10,mrr,median_rank,off_diag_cosine,pred_std,target_std,collapse_score,mean_diag_cosine,random_top1_expected,random_top5_expected,random_top10_expected,best_epoch,best_score,best_mrr,best_top10,best_collapse_score,target_bank_audit,target_bank_n,target_off_diag_mean,target_off_diag_std,input_domain,target_mode,split_mode,condition
6.390995025634766,596,0.0016778523568063974,0.008389261551201344,0.016778523102402687,0.011989165097475052,297.0,0.029690533876419067,0.001649719662964344,0.008903151378035545,0.1852961488484036,0.029784372076392174,0.0016778523489932886,0.008389261744966443,0.016778523489932886,2,0.016183795873075724,0.011989165097475052,0.016778523102402687,0.1852961488484036,"{'target_bank_n': 3974.0, 'target_off_diag_mean': 0.9545738101005554, 'target_off_diag_std': 0.008043263107538223}",3974.0,0.9545738101005554,0.008043263107538223,zuna,real,random,zuna_real
