epoch,train_loss,val_loss,val_score,top1,top5,top10,mrr,median_rank,mean_diag_cosine,collapse_score
27,4.548889605204264,4.840834617614746,0.06385008990764618,0.00800000037997961,0.03200000151991844,0.08799999952316284,0.04185009002685547,60.0,0.0021592576522380114,4.656905977799087
28,4.536166421572367,4.8149495124816895,0.07192882150411606,0.01600000075995922,0.03200000151991844,0.08799999952316284,0.04992882162332535,51.0,0.003546574153006077,4.712184882401054
29,4.531599839528401,4.828876495361328,0.06385504454374313,0.00800000037997961,0.03200000151991844,0.07999999821186066,0.04385504499077797,56.0,0.004410268738865852,4.659881231236604
30,4.520366557439169,4.829725742340088,0.06655527651309967,0.00800000037997961,0.024000000208616257,0.09600000083446503,0.042555276304483414,51.0,0.004546361044049263,4.6764564333503635
31,4.512441229820252,4.838678359985352,0.06572651118040085,0.00800000037997961,0.04800000041723251,0.07999999821186066,0.045726511627435684,59.0,0.0036782545503228903,4.656645124380711
32,4.512245233853658,4.834663391113281,0.05448359064757824,0.00800000037997961,0.03200000151991844,0.0560000017285347,0.040483590215444565,55.0,0.004270721226930618,4.5460847743967285
33,4.505465412139893,4.832431793212891,0.07412739470601082,0.00800000037997961,0.04800000041723251,0.10400000214576721,0.048127394169569016,56.0,0.004310647491365671,4.764938251634198
34,4.489879584312439,4.837891578674316,0.06664125248789787,0.00800000037997961,0.03200000151991844,0.08799999952316284,0.04464125260710716,58.0,0.0031968303956091404,4.709695341416261
35,4.481630357106527,4.838768005371094,0.07443978078663349,0.00800000037997961,0.04800000041723251,0.11999999731779099,0.044439781457185745,59.0,0.004854903090745211,4.755923564019929
36,4.477175243695577,4.831141471862793,0.06768811866641045,0.00800000037997961,0.03200000151991844,0.07999999821186066,0.04768811911344528,51.0,0.0051408493891358376,4.632476377626823
37,4.465093580881755,4.826174736022949,0.08844143897294998,0.024000000208616257,0.0560000017285347,0.1120000034570694,0.06044143810868263,56.0,0.005473783239722252,4.734863038192794
38,4.459388693173726,4.832089424133301,0.07085838541388512,0.01600000075995922,0.03200000151991844,0.08799999952316284,0.048858385533094406,54.0,0.005281015764921904,4.705440805224013
39,4.4491177241007485,4.850574016571045,0.06001666188240051,0.00800000037997961,0.01600000075995922,0.07199999690055847,0.042016662657260895,51.0,0.006047938950359821,4.736542493805261
40,4.460139671961467,4.856050491333008,0.05140836723148823,0.0,0.03200000151991844,0.06400000303983688,0.03540836647152901,57.0,0.004333164542913437,4.647676594270668
41,4.444233560562134,4.861315727233887,0.05358068831264973,0.00800000037997961,0.01600000075995922,0.06400000303983688,0.037580687552690506,58.0,0.0025706919841468334,4.615338816195525
42,4.426026701927185,4.849245548248291,0.0699960645288229,0.024000000208616257,0.03999999910593033,0.06400000303983688,0.05399606376886368,54.0,0.006698418874293566,4.685530829295787
43,4.417225456237793,4.849596977233887,0.06603065878152847,0.00800000037997961,0.04800000041723251,0.08799999952316284,0.04403065890073776,57.0,0.005768413655459881,4.748468491892477
44,4.4191619237264,4.859029769897461,0.06275439448654652,0.01600000075995922,0.03200000151991844,0.06400000303983688,0.046754393726587296,62.0,0.005359320435672998,4.760828963368092
45,4.404956046740214,4.878093719482422,0.0496774148195982,0.00800000037997961,0.024000000208616257,0.04800000041723251,0.03767741471529007,61.0,0.003154236823320389,4.580276898444386
46,4.3980749209721886,4.872287750244141,0.051522085443139076,0.00800000037997961,0.01600000075995922,0.0560000017285347,0.0375220850110054,60.0,0.006630727555602789,4.686419255386295
47,4.387081344922383,4.863903045654297,0.059009913355112076,0.00800000037997961,0.03200000151991844,0.07199999690055847,0.04100991412997246,58.0,0.006356494035571814,4.706127239300616
48,4.380174573262533,4.871335983276367,0.05676882900297642,0.00800000037997961,0.024000000208616257,0.06400000303983688,0.0407688282430172,60.0,0.004940364044159651,4.62557307823337
49,4.370593118667602,4.867432594299316,0.05535849370062351,0.00800000037997961,0.024000000208616257,0.06400000303983688,0.03935849294066429,58.0,0.007951008155941963,4.6963977455658625
50,4.366070397694906,4.890091896057129,0.05674031935632229,0.01600000075995922,0.03200000151991844,0.04800000041723251,0.04474031925201416,60.0,0.005408956669270992,4.704890726343379
