loss,n,top1,top5,top10,mrr,median_rank,off_diag_cosine,pred_std,target_std,collapse_score,mean_diag_cosine,random_top1_expected,random_top5_expected,random_top10_expected,best_epoch,best_score,best_mrr,best_top10,best_collapse_score,target_bank_audit,target_bank_n,target_off_diag_mean,target_off_diag_std,input_domain,target_mode,split_mode,condition
4.826174736022949,125,0.024000000208616257,0.0560000017285347,0.1120000034570694,0.06044143810868263,56.0,0.002075010910630226,0.04165352135896683,0.008797196671366692,4.734863038192794,0.005473783239722252,0.008,0.04,0.08,37,0.08844143897294998,0.06044143810868263,0.1120000034570694,4.734863038192794,"{'target_bank_n': 3974.0, 'target_off_diag_mean': 0.9545738101005554, 'target_off_diag_std': 0.008043263107538223}",3974.0,0.9545738101005554,0.008043263107538223,zuna,shuffled,run,zuna_shuffled
